Company_Name,Headquarters_Location,Year_Founded,Employee_Count,Annual_Revenue_Billion_USD,Market_Segment,Location,Server_Count,Graphics_Cards_Used,Total_Storage_TB,Average_Uptime_Percentage,Server_Type,Electricity_Rate_USD_per_kWh,Hours_Operated,Power_Usage_Watts,Electricity_Cost_USD,Manufacturer,Model,Memory_Size_GB,Core_Clock_MHz,Boost_Clock_MHz,Memory_Type,TDP_Watts,Price_USD
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,10.0,"GX500-15, Pro1000-3, AX900-6, Elite4K-20",341.0,98.18,Type C,0.15,2000.0,776.0,232.8,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,200.0,"AX900-14, Pro1000-18, RT300-6, AX900-8",645.0,99.9,Type C,0.12,3000.0,1273.0,458.28,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,100.0,"RT300-8, AX900-20, Elite4K-11",894.0,98.89,Type E,0.1,4000.0,1230.0,492.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,200.0,Pro1000-12,621.0,99.09,Type E,0.12,3000.0,751.0,270.36,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,50.0,Elite4K-5,105.0,99.43,Type C,0.1,4000.0,878.0,351.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,200.0,"Pro1000-12, AX900-3, GX500-10, Elite4K-4",820.0,98.21,Type B,0.25,3000.0,1116.0,837.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,200.0,"AX900-5, GX500-11, RT300-1",993.0,98.58,Type A,0.12,3000.0,693.0,249.48,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,100.0,"Pro1000-4, RT300-17, Elite4K-18",720.0,98.14,Type B,0.25,4000.0,1220.0,1220.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,50.0,RT300-6,983.0,98.18,Type E,0.25,5000.0,737.0,921.25,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,200.0,Pro1000-5,874.0,99.56,Type B,0.1,2000.0,953.0,190.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,100.0,"GX500-12, AX900-13, Pro1000-16, GX500-14, AX900-3",760.0,99.46,Type B,0.15,4000.0,1276.0,765.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,10.0,Pro1000-4,581.0,99.06,Type A,0.25,1000.0,734.0,183.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,10.0,"Pro1000-17, Pro1000-15, AX900-7",519.0,98.65,Type C,0.12,4000.0,1362.0,653.76,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,500.0,"Pro1000-8, RT300-7, AX900-17",791.0,99.36,Type A,0.2,1000.0,1363.0,272.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,50.0,"Elite4K-5, Elite4K-3, GX500-20, RT300-2",915.0,98.41,Type B,0.25,2000.0,1393.0,696.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,100.0,AX900-3,780.0,98.11,Type C,0.1,3000.0,863.0,258.9,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,100.0,Pro1000-4,166.0,99.51,Type C,0.2,3000.0,1355.0,813.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,500.0,"GX500-9, GX500-1, GX500-12",250.0,99.15,Type C,0.25,4000.0,1467.0,1467.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,50.0,"RT300-11, AX900-14, GX500-4, AX900-19, AX900-6",422.0,98.52,Type D,0.2,4000.0,776.0,620.8,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,100.0,"AX900-7, RT300-12, Pro1000-7, Pro1000-4, Elite4K-11",618.0,98.23,Type D,0.2,3000.0,1082.0,649.2,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,10.0,"RT300-13, GX500-19, AX900-10",544.0,98.59,Type B,0.25,3000.0,1014.0,760.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,10.0,"GX500-20, Pro1000-8",546.0,99.6,Type B,0.2,5000.0,1089.0,1089.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,500.0,RT300-15,260.0,98.55,Type E,0.1,5000.0,992.0,496.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,200.0,"RT300-8, GX500-13",169.0,99.48,Type A,0.2,2000.0,935.0,374.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,100.0,"Pro1000-19, Elite4K-10, GX500-10",753.0,98.35,Type C,0.12,2000.0,759.0,182.16,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,"Elite4K-2, Pro1000-18, Pro1000-2, Elite4K-9, AX900-11",326.0,98.91,Type E,0.2,1000.0,1370.0,274.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,200.0,"RT300-15, RT300-6",544.0,99.04,Type E,0.1,2000.0,1188.0,237.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,10.0,"RT300-20, RT300-16, Elite4K-17, Elite4K-19, Pro1000-6",458.0,99.19,Type B,0.25,3000.0,1203.0,902.25,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,North America,10.0,AX900-16,722.0,99.41,Type E,0.2,5000.0,1086.0,1086.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,200.0,GX500-17,895.0,99.33,Type A,0.15,1000.0,876.0,131.4,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,50.0,RT300-7,536.0,99.94,Type A,0.2,5000.0,1173.0,1173.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,50.0,"AX900-13, RT300-20, GX500-18, Pro1000-9, RT300-8",117.0,99.95,Type A,0.15,5000.0,670.0,502.5,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,10.0,Pro1000-14,852.0,98.6,Type A,0.25,4000.0,933.0,933.0,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Asia,500.0,"GX500-3, GX500-8, RT300-13, RT300-2",684.0,98.74,Type B,0.1,4000.0,574.0,229.6,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,South America,200.0,"AX900-1, AX900-9, RT300-13, Elite4K-20",389.0,99.11,Type B,0.12,1000.0,1303.0,156.36,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Europe,50.0,RT300-16,143.0,98.49,Type B,0.12,2000.0,1341.0,321.84,,,,,,,,
Provider D,Germany,1995,16428,87.11,Datacenter Solutions,Australia,10.0,"Pro1000-17, RT300-3",627.0,99.29,Type A,0.2,4000.0,771.0,616.8,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,10.0,"AX900-9, AX900-10, GX500-20",112.0,99.79,Type B,0.12,2000.0,687.0,164.88,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,200.0,"AX900-16, Elite4K-4",387.0,99.7,Type E,0.2,2000.0,1363.0,545.2,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,10.0,"GX500-14, Pro1000-10, RT300-11",158.0,98.72,Type E,0.15,2000.0,1031.0,309.3,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,500.0,"RT300-4, AX900-14",929.0,98.57,Type D,0.15,5000.0,1076.0,807.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,200.0,"Pro1000-8, Pro1000-15, Elite4K-18",919.0,99.83,Type C,0.1,2000.0,892.0,178.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,100.0,Elite4K-15,596.0,98.0,Type E,0.12,2000.0,500.0,120.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,500.0,"AX900-1, RT300-7, RT300-4, RT300-12",241.0,98.56,Type D,0.2,3000.0,754.0,452.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,10.0,"GX500-18, Pro1000-6, AX900-14",479.0,99.72,Type E,0.1,4000.0,1056.0,422.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,10.0,"Elite4K-11, RT300-13, GX500-9, Elite4K-1",276.0,99.99,Type A,0.25,1000.0,524.0,131.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,100.0,"RT300-17, Pro1000-8, GX500-17, Elite4K-3, Elite4K-10",970.0,99.71,Type A,0.2,5000.0,1480.0,1480.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,10.0,"GX500-1, RT300-18, Pro1000-9, AX900-8, GX500-7",370.0,99.43,Type A,0.12,2000.0,1027.0,246.48,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,500.0,"Pro1000-17, GX500-8, AX900-6, Elite4K-9",307.0,99.85,Type E,0.12,2000.0,708.0,169.92,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,10.0,Pro1000-16,973.0,98.86,Type D,0.1,3000.0,809.0,242.7,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,50.0,"Pro1000-13, AX900-8, Pro1000-8",872.0,99.26,Type B,0.15,4000.0,690.0,414.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,50.0,"Elite4K-17, Pro1000-11, Pro1000-10, AX900-13",448.0,99.37,Type B,0.1,5000.0,1424.0,712.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,10.0,"Pro1000-14, Elite4K-5, Elite4K-20, Elite4K-8",429.0,98.45,Type C,0.25,1000.0,1171.0,292.75,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,10.0,"GX500-17, Elite4K-5",970.0,99.71,Type E,0.25,3000.0,889.0,666.75,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,50.0,"Pro1000-6, RT300-18",176.0,99.26,Type B,0.1,1000.0,984.0,98.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,10.0,"Elite4K-1, RT300-1, Pro1000-15, Pro1000-2, Elite4K-15",803.0,99.91,Type E,0.12,4000.0,872.0,418.56,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,50.0,"Elite4K-9, GX500-19",361.0,98.02,Type B,0.25,5000.0,1352.0,1690.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,50.0,"GX500-18, Elite4K-6, GX500-16",646.0,98.65,Type A,0.1,5000.0,564.0,282.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,10.0,RT300-17,689.0,98.84,Type A,0.25,1000.0,797.0,199.25,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,500.0,"Pro1000-1, AX900-6",467.0,98.31,Type D,0.12,5000.0,628.0,376.8,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,50.0,"Pro1000-5, Pro1000-3, GX500-12",564.0,98.71,Type A,0.15,2000.0,854.0,256.2,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,200.0,"Pro1000-20, Elite4K-11, RT300-19, Pro1000-2, Pro1000-5",981.0,98.54,Type B,0.15,1000.0,926.0,138.9,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,200.0,"Elite4K-19, Elite4K-15, GX500-6, GX500-2, RT300-20",326.0,99.71,Type E,0.1,2000.0,1386.0,277.2,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,200.0,"GX500-1, Elite4K-20",616.0,99.59,Type B,0.15,3000.0,777.0,349.65,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,10.0,"RT300-1, Elite4K-4, GX500-19, Pro1000-19, Pro1000-17",238.0,99.03,Type A,0.2,3000.0,1054.0,632.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,10.0,"Elite4K-6, Elite4K-7",637.0,99.02,Type E,0.15,4000.0,1374.0,824.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,100.0,Pro1000-4,634.0,99.6,Type E,0.1,2000.0,1420.0,284.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,200.0,"Pro1000-17, GX500-12",402.0,98.5,Type C,0.2,1000.0,908.0,181.6,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,50.0,"RT300-14, GX500-11",823.0,98.74,Type B,0.15,4000.0,870.0,522.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,10.0,"GX500-7, GX500-11, AX900-4, RT300-13, Elite4K-1",115.0,98.39,Type B,0.25,1000.0,762.0,190.5,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,500.0,"RT300-15, AX900-13",770.0,99.93,Type D,0.15,4000.0,1161.0,696.6,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,10.0,"Pro1000-6, Pro1000-3, Elite4K-17",691.0,98.91,Type C,0.25,3000.0,682.0,511.5,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,100.0,"RT300-7, Pro1000-2, RT300-12, Elite4K-13",329.0,98.73,Type D,0.12,3000.0,520.0,187.2,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,100.0,GX500-4,680.0,99.1,Type E,0.1,4000.0,1399.0,559.6,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,50.0,"AX900-6, GX500-6, RT300-7, GX500-18",265.0,99.31,Type D,0.12,1000.0,1030.0,123.6,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,10.0,"AX900-9, AX900-4, Elite4K-17",750.0,99.87,Type B,0.1,5000.0,1192.0,596.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,200.0,"AX900-20, RT300-2, Elite4K-9",627.0,99.22,Type D,0.1,1000.0,1304.0,130.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,100.0,"GX500-16, Elite4K-5, AX900-9, AX900-3, Pro1000-8",883.0,99.82,Type A,0.25,5000.0,1433.0,1791.25,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,500.0,"AX900-15, Elite4K-8, RT300-12, Pro1000-18",279.0,98.14,Type A,0.2,4000.0,873.0,698.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,10.0,"GX500-16, Elite4K-16",152.0,99.72,Type D,0.2,4000.0,785.0,628.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,200.0,"RT300-10, RT300-6, AX900-6, Elite4K-5, AX900-2",926.0,99.84,Type D,0.25,2000.0,1278.0,639.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,100.0,AX900-7,165.0,99.3,Type A,0.25,2000.0,761.0,380.5,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,100.0,"RT300-16, Elite4K-9, Pro1000-19",236.0,98.39,Type E,0.2,2000.0,1067.0,426.8,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,100.0,"GX500-14, Elite4K-3, GX500-18, RT300-16",966.0,99.08,Type E,0.15,2000.0,1004.0,301.2,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,100.0,"AX900-2, Pro1000-16, GX500-14, RT300-5, Elite4K-11",526.0,99.37,Type C,0.15,5000.0,1233.0,924.75,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,200.0,Pro1000-16,936.0,99.67,Type E,0.1,3000.0,759.0,227.7,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,50.0,"RT300-18, AX900-11, GX500-12, GX500-9",219.0,98.39,Type A,0.2,5000.0,684.0,684.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,10.0,"RT300-3, GX500-4, AX900-17",371.0,98.13,Type B,0.2,1000.0,1069.0,213.8,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,10.0,"AX900-12, Pro1000-5, Pro1000-20, RT300-9",842.0,99.51,Type B,0.15,1000.0,1080.0,162.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,200.0,"AX900-19, Elite4K-6, GX500-9",140.0,99.08,Type B,0.12,2000.0,641.0,153.84,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,10.0,"GX500-8, AX900-19",188.0,98.82,Type C,0.1,3000.0,639.0,191.7,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,100.0,"AX900-8, Elite4K-9",786.0,99.18,Type D,0.25,3000.0,1132.0,849.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,50.0,"AX900-10, Pro1000-4, RT300-13, AX900-14",974.0,99.98,Type D,0.15,5000.0,1417.0,1062.75,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,500.0,"Elite4K-4, AX900-6, Pro1000-12",423.0,98.41,Type D,0.2,5000.0,654.0,654.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,500.0,"RT300-5, Pro1000-14, RT300-19, RT300-9, Elite4K-8",879.0,98.78,Type C,0.25,2000.0,1165.0,582.5,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,200.0,"RT300-17, AX900-9, Elite4K-16, Elite4K-10",415.0,99.91,Type C,0.1,5000.0,1168.0,584.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,200.0,"RT300-7, Pro1000-1",232.0,99.26,Type B,0.25,4000.0,1423.0,1423.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,100.0,GX500-8,684.0,99.51,Type A,0.1,4000.0,564.0,225.6,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,50.0,Elite4K-18,540.0,99.02,Type D,0.1,4000.0,537.0,214.8,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,200.0,"GX500-10, Pro1000-7, GX500-20, RT300-13, AX900-12",928.0,99.54,Type C,0.25,1000.0,1020.0,255.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,50.0,"Elite4K-16, GX500-7, Pro1000-1",656.0,99.45,Type E,0.15,3000.0,1492.0,671.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,10.0,"Elite4K-14, GX500-14, Pro1000-1",760.0,99.07,Type B,0.2,5000.0,508.0,508.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,10.0,"Elite4K-4, GX500-19, RT300-1",504.0,99.28,Type E,0.15,3000.0,1141.0,513.45,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,200.0,"AX900-4, AX900-17, Elite4K-7, GX500-6",347.0,98.45,Type E,0.12,3000.0,861.0,309.96,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,100.0,"Elite4K-9, Elite4K-17, RT300-18, AX900-4, RT300-16",682.0,99.97,Type C,0.15,3000.0,689.0,310.05,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,10.0,"AX900-9, RT300-7",108.0,98.55,Type C,0.15,5000.0,1171.0,878.25,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,50.0,"GX500-14, Pro1000-16",706.0,99.25,Type E,0.25,5000.0,512.0,640.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,50.0,"Pro1000-4, Elite4K-14, Elite4K-3",251.0,99.87,Type A,0.12,1000.0,942.0,113.04,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,500.0,Pro1000-16,709.0,99.6,Type B,0.2,3000.0,800.0,480.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,100.0,"Elite4K-8, RT300-15, Elite4K-20, AX900-13",147.0,98.19,Type C,0.12,3000.0,637.0,229.32,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,10.0,AX900-2,692.0,98.4,Type D,0.12,2000.0,1413.0,339.12,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,100.0,"RT300-18, GX500-8, Elite4K-19, GX500-14",325.0,99.32,Type D,0.25,5000.0,1385.0,1731.25,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,100.0,"RT300-2, Elite4K-10, GX500-10, RT300-3, Elite4K-17",475.0,99.37,Type C,0.12,2000.0,1194.0,286.56,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,100.0,"AX900-14, Elite4K-14",471.0,99.87,Type C,0.25,1000.0,1224.0,306.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,200.0,"Elite4K-14, AX900-4, AX900-1",231.0,98.08,Type D,0.12,2000.0,709.0,170.16,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,100.0,Elite4K-20,861.0,99.82,Type D,0.12,4000.0,657.0,315.36,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,200.0,"Pro1000-6, Elite4K-20",926.0,98.56,Type C,0.15,5000.0,809.0,606.75,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,100.0,"Elite4K-8, Elite4K-3",707.0,98.67,Type E,0.2,3000.0,1449.0,869.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,100.0,"AX900-10, AX900-11",599.0,99.97,Type A,0.1,3000.0,641.0,192.3,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,100.0,Elite4K-11,897.0,98.87,Type C,0.2,3000.0,1388.0,832.8,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,10.0,"GX500-13, AX900-9, AX900-3, Elite4K-8, RT300-10",325.0,98.84,Type D,0.12,3000.0,1002.0,360.72,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Asia,500.0,RT300-19,449.0,99.02,Type B,0.1,4000.0,671.0,268.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,500.0,"Elite4K-13, Elite4K-10, AX900-19, Elite4K-18, GX500-7",441.0,98.18,Type B,0.2,3000.0,1270.0,762.0,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,50.0,"Elite4K-15, AX900-11, Elite4K-17, RT300-17",353.0,99.02,Type B,0.25,5000.0,1319.0,1648.75,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Europe,200.0,Elite4K-3,542.0,98.3,Type C,0.1,3000.0,866.0,259.8,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,200.0,"RT300-10, GX500-20, GX500-12, Elite4K-2",380.0,99.29,Type B,0.12,5000.0,1253.0,751.8,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,100.0,"GX500-16, RT300-11",926.0,98.36,Type B,0.25,1000.0,698.0,174.5,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,200.0,"RT300-6, GX500-16, GX500-20, GX500-19, Pro1000-4",186.0,98.0,Type B,0.15,3000.0,992.0,446.4,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,South America,100.0,"AX900-4, RT300-8, RT300-10, GX500-16, AX900-12",884.0,99.04,Type E,0.2,4000.0,826.0,660.8,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,10.0,"AX900-5, Pro1000-15, AX900-10, RT300-3",619.0,99.01,Type C,0.25,3000.0,1450.0,1087.5,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,Australia,200.0,"Elite4K-13, Elite4K-15",584.0,98.03,Type A,0.15,1000.0,946.0,141.9,,,,,,,,
Provider E,France,1997,39289,77.46,Datacenter Solutions,North America,200.0,AX900-3,177.0,99.75,Type E,0.1,4000.0,1330.0,532.0,,,,,,,,
AMD,China,1960,9512,4.14,Datacenter Solutions,,,,,,,,,,,,,,,,,,
Intel,UK,1961,45997,32.62,Semiconductor Manufacturing,,,,,,,,,,,,,,,,,,
NVIDIA,China,1978,37632,30.71,Datacenter Solutions,,,,,,,,,,,,,,,,,,
